history_id,station_name,province,lon,lat,elev (m),HDD (degC-day),Tmean (degC),Tmax (degC),Tmin (degC)
3217,WATERTON PARK GATE,AB,-113.809,49.1311,1289,4624.793333,5.559617771,22.14375,-26.38125
3220,SUNWAPTA,AB,-117.45,52.45,1555,6724.236364,-0.198511208,16.64285714,-29.40714286
3228,WATERTON DAM,AB,-113.684,49.32,1189,4771.2625,5.227364865,22.98888889,-26.15555556
3264,ATHABASCA 2,AB,-113.54,54.8217,626,5770.675,2.55168305,23.524,-31.708
3277,BARRHEAD CS,AB,-114.448,54.0947,648,5437.6,3.048736877,18.99,-30.35
3286,BRULE BLACK CAT,AB,-117.867,53.35,1036,5729.528571,2.895581032,19.77857143,-30.07142857
3289,CALLING LAKE RS,AB,-113.183,55.25,598,6250.677778,1.221650535,21.625,-34.35
3290,CAMPSIE,AB,-114.678,54.1322,671,5740.647619,2.419359146,21.96666667,-31.99583333
3307,CROSS LAKE,AB,-113.914,54.6328,655,6000.955,1.586847599,20.43913043,-33.02608696
3367,JASPER EAST GATE,AB,-117.817,53.2333,1003,5076.292308,3.989225704,20.76875,-29.1875
3399,MILDRED LAKE,AB,-111.559,57.0411,310,5991.723529,2.059080512,21.71578947,-31.67894737
3405,MOOSE WALLOW,AB,-115.017,54.2333,633,5763.193333,2.342539214,20.89333333,-33.05333333
3427,RONAN,AB,-115.25,53.8833,732,5926.018182,2.235285268,21.18333333,-32.525
3441,SHINING BANK,AB,-115.967,53.85,829,5731.068421,2.278405423,20.80526316,-30.92105263
3505,BALLATER,AB,-117.209,55.5781,564,5660.4875,2.742964541,21.59411765,-33.87058824
3552,ELMWORTH CDA EPF,AB,-119.75,55.1,754,5755.83,2.636604491,20.76363636,-31.98181818
3553,EUREKA RIVER,AB,-118.733,56.4833,665,6567.9,-0.11290919,20.78125,-36.24375
3554,FAIRVIEW,AB,-118.383,56.0667,670,5772.166667,2.422143053,22.93333333,-31.37777778
3566,FORT CHIPEWYAN A,AB,-111.117,58.7667,232,7225.89,-1.722551693,24.30952381,-37.71428571
3570,FORT VERMILION,AB,-116.04,58.3823,289,6424.955556,0.149328859,20.86,-33.42
3584,GRANDE PRAIRIE A,AB,-118.885,55.1797,669,5834.672414,2.109191009,21.34516129,-34.53548387
3595,HIGH LEVEL A,AB,-117.165,58.6214,338,6902.816129,-0.858681866,20.50294118,-35.75
3611,KEG RIVER RS,AB,-117.617,57.75,405,6490.277778,-0.295555252,20.61333333,-34.34
3628,MANNING,AB,-117.644,56.9508,491,6258.522222,0.982416382,22.2,-35.26666667
3651,PEACE RIVER A,AB,-117.447,56.2269,571,5998.285185,1.383160825,21.19666667,-33.74666667
3670,RED EARTH,AB,-115.278,56.552,546,5946.27,1.716775788,22.07272727,-31.93636364
3707,VALLEYVIEW RS,AB,-117.267,55.0667,762,5558.0875,2.49840891,19.17142857,-30.08571429
3734,CLEARDALE,AB,-119.483,56.3333,643,6273.733333,0.628856533,19.94166667,-34.74166667
3742,COLD LAKE A,AB,-110.283,54.4167,541,5815.5,2.194167187,22.36756757,-32
3752,AMULET,SK,-104.733,49.6167,728,5294.116667,3.766140138,26.32105263,-29.67368421
3754,ATWATER,SK,-102.217,50.8167,536,5838.695652,2.194995136,23.676,-30.876
3766,BROADVIEW,SK,-102.571,50.3681,600,5740.55625,2.07734312,22.09545455,-31.62727273
3770,BUFFALO POUND LAKE,SK,-105.383,50.55,588,5329.75,3.524666397,25.93333333,-30.52222222
3775,CARLYLE,SK,-102.267,49.6333,631,5661.645455,3.042601898,25.75,-31.275
3783,COTE,SK,-101.783,51.5167,450,6253.330769,1.368220095,24.94285714,-36.10714286
3786,CUPAR,SK,-104.267,50.85,556,5846.44,2.709384732,25.06,-31.63
3790,DAVIDSON,SK,-105.983,51.2667,619,6026.05,2.302239023,22.55454545,-33.00909091
3802,DUVAL,SK,-104.867,51.1833,584,5506.7,3.395605122,26.38823529,-30.58823529
3808,ESTEVAN A,SK,-102.967,49.2167,580,5396.365625,3.590110544,24.95882353,-30.43529412
3814,FENWOOD,SK,-103.067,51.15,625,5932.730435,1.949214955,23.4875,-31.875
3830,HANDSWORTH,SK,-102.867,49.8333,678,5580.4375,2.953377193,25.26190476,-31.52857143
3839,INDIAN HEAD CDA,SK,-103.65,50.55,579,5840.49375,2.643683398,23.17647059,-31.50588235
3840,INDIAN HEAD PFRA,SK,-103.683,50.5,604,5515.622222,3.09025974,25.98,-31.43
3844,KELLIHER,SK,-103.753,51.2574,676,5880.742857,2.167107529,23.80967742,-31.30967742
3847,KIPLING,SK,-102.733,50.2,671,5501.494118,2.652443888,25.16470588,-29.43529412
3857,LANGENBURG,SK,-101.717,50.9,517,5973.046154,1.980680829,21.2625,-31.84375
3858,LAST MOUNTAIN CS,SK,-105.25,51.4167,497,5818.285714,2.480674103,22.24375,-31.93125
3863,LEROY,SK,-104.633,52,535,5937.960714,2.144403044,24.99285714,-32.95714286
3866,LIPTON,SK,-103.767,50.85,602,5809.438889,2.428005189,25.08333333,-33.17777778
3877,MARYFIELD,SK,-101.517,49.8333,576,5568.1,2.914179894,25.12,-29.7
3880,MIDALE,SK,-103.3,49.3833,587,5370.118182,3.859623316,26.28181818,-30.6
3890,MOOSOMIN,SK,-101.667,50.1333,576,5598.733333,3.224660074,25.44166667,-30.55833333
3892,MUENSTER,SK,-105,52.3333,580,6020.725,2.238464601,24.98235294,-33.19411765
3894,NOKOMIS,SK,-105,51.5167,524,5753.654167,2.522959739,24.76,-33.196
3903,PARKBEG,SK,-106.067,50.4667,610,5348.835714,4.454525593,26.63125,-31.8875
3907,PASWEGIN,SK,-103.917,51.9833,533,6094.870588,1.594686113,25.01,-33.735
3920,REDVERS,SK,-101.717,49.6,596,5493.291667,2.746942924,24.95714286,-29.61428571
3942,ROCANVILLE,SK,-101.55,50.4667,479,5599.731579,3.075140521,26.345,-31.245
3944,SALTCOATS,SK,-102.267,50.9667,523,5832.764286,2.355169607,24.55625,-31.75
3947,SEMANS,SK,-104.733,51.4167,562,5654.6125,2.410419001,26.17777778,-33.61111111
3962,TUGASKE,SK,-106.3,50.8833,607,5482.6,3.615464574,26.32666667,-31.32
3969,WAPELLA PIPESTONE,SK,-102.05,50.1333,609,5498.82,3.239842754,26.31818182,-30.24545455
3972,WATROUS,SK,-105.467,51.6667,541,5781.290909,2.494504299,24.08333333,-32.9125
3973,WATROUS EAST,SK,-105.4,51.6667,526,5864.736364,1.921712229,22.53846154,-31.63846154
3977,WEYBURN,SK,-103.833,49.65,570,5376,4.045535055,26.67916667,-30.4375
3979,WHITEWOOD,SK,-102.267,50.35,598,5752.931818,2.406660137,24.3,-31.15416667
3984,WOLSELEY,SK,-103.283,50.4333,594,5589.66,3.18976538,25.5,-31.62307692
3987,YELLOW GRASS,SK,-104.183,49.8167,580,5236.4,3.896437326,26.39230769,-29.18461538
3992,YORKTON A,SK,-102.467,51.2667,498,5998.868421,1.853423672,23.34761905,-33.07142857
3993,TONKIN,SK,-102.233,51.2,527,5948.833333,1.742537418,22.03076923,-30.8
3999,ZEHNER,SK,-104.4,50.6333,683,5733.5,2.52716847,23.80625,-32.15625
4002,WEYBURN,SK,-103.8,49.7,589,5492.446154,3.432449817,22.44666667,-30.58666667
4006,ABBEY,SK,-108.783,50.7,695,5106.255,4.634823581,27.15714286,-31.42857143
4008,ALSASK HARDENE,SK,-109.85,51.3333,658,5368.045455,3.570737691,25.94166667,-32.65833333
4009,ANEROID,SK,-107.3,49.7167,754,5015.16,5.275842549,25.725,-26.9125
4012,BEECHY,SK,-107.311,50.832,660,5172.186364,4.2471207,25.58695652,-29.60869565
4022,CODERRE,SK,-106.367,50.1333,685,5383.245455,3.558816668,23.80769231,-29.17692308
4025,COURVAL,SK,-105.883,50.1833,693,5393.15,4.435891133,26.57058824,-29.49411765
4026,CYPRESS HILLS,SK,-109.467,49.6667,1196,5460.218182,3.633022929,22.684,-28.856
4029,ELBOW CS,SK,-106.583,51.1333,595,5410.6125,3.213168096,23.12,-29.81
4032,ELBOW 2 NE,SK,-106.55,51.1667,605,5488.292308,3.310559811,22.98571429,-30.1
4033,ELROSE,SK,-108.033,51.1333,610,5119.36875,4.336906038,27.93684211,-31.02105263
4034,ESTON,SK,-108.767,51.15,680,5403.9375,3.558139535,25.85,-32.84
4040,GOLDEN PRAIRIE,SK,-109.8,50.1833,747,4946.063636,4.667011111,24.8,-30.66666667
4063,LEADER 2,SK,-109.533,50.8833,674,5115.836364,4.227094217,26.07142857,-32.3
4065,LUCKY LAKE,SK,-107.15,50.95,665,5309.955556,3.399908873,20.425,-29.11666667
4068,MAPLE CREEK,SK,-109.466,49.9025,767,4802.709091,5.101346989,24.69166667,-27.91666667
4070,MAPLE CREEK NORTH,SK,-109.467,50,764,4725.818182,5.726804477,28.09090909,-28.37272727
4086,ROCK POINT,SK,-107.263,51.1539,725,5385.846154,3.872665508,25.17241379,-30.0862069
4095,STEWART VALLEY,SK,-107.8,50.6,727,5030.271429,4.400461736,25.61666667,-29.93333333
4100,SWIFT CURRENT A,SK,-107.683,50.3,817,5145.592857,3.795321521,23.32857143,-30.65714286
4103,SWIFT CURRENT CDA,SK,-107.733,50.2667,825,5175.458333,4.156544913,24.54814815,-29.41851852
4104,TOMPKINS,SK,-108.8,50.05,811,4698.453846,6.003989085,26.30714286,-28.02857143
4110,LEADER AIRPORT,SK,-109.501,50.9095,676,5209.369231,3.806069752,24.11875,-30.19375
4116,CLAYDON,SK,-109.1,49.1333,975,4961.446667,4.773380877,26.7125,-26.79375
4120,CORONACH,SK,-105.517,49.1167,773,5230.136842,4.145889071,26.61428571,-29.72857143
4122,CORONACH SPC,SK,-105.483,49.05,756,5185.25,4.080017466,26.57142857,-27.93571429
4123,CYPRESS HILLS PARK,SK,-109.514,49.6406,1271,5148.65,3.841468343,22.9,-26.86363636
4127,EASTEND CYPRESS (AUT),SK,-108.989,49.4378,1080,5209.822222,3.57570771,22.73,-27.63
4133,FRONTIER,SK,-108.567,49.2,901,4919.4875,4.840782977,26.66666667,-28.93333333
4145,TREELON,SK,-108.383,49,902,4909.607692,5.001913706,26.29230769,-27.13846154
4152,WEST POPLAR RIVER,SK,-106.383,49,876,5472.45,3.576169655,25.97272727,-30.56363636
4158,ARTLAND,SK,-109.9,52.7833,640,5663.092857,2.572462522,24.69375,-31.51875
4163,BIGGAR,SK,-107.983,52.0667,671,5690.964286,2.588306604,25.24705882,-32.25882353
4164,BUTTE ST PIERRE,SK,-109.2,53.45,572,6105.877778,1.398234965,22.98,-33.205
4184,KINDERSLEY A,SK,-109.183,51.5167,694,5536.353846,3.004937076,24.8,-31.77931034
4191,LLOYDMINSTER 12E,SK,-109.667,53.2833,648,5912.766667,1.879911661,24.44375,-33.525
4198,MEDSTEAD,SK,-108.033,53.35,700,6236.684615,0.760529801,21.60714286,-33.39285714
4200,NORTH BATTLEFORD A,SK,-108.256,52.7719,548,5905.959091,2.059220967,24.46666667,-33.78333333
4208,ROSETOWN,SK,-108.017,51.6167,586,5415.3625,2.973778768,25.52727273,-31.57272727
4210,ROSETOWN EAST,SK,-107.917,51.5667,586,5810.19,2.607049843,22.5,-32.06363636
4211,RUDDELL,SK,-107.85,52.5833,538,5568.141667,2.791741128,23.73846154,-31.52307692
4218,SCOTT CDA,SK,-108.835,52.3597,660,5998.86,2.042853612,21.525,-28.58125
4230,WASECA,SK,-109.404,53.1309,638,5853.819048,2.294263812,24.50454545,-32.27272727
4240,CAMEO,SK,-106.55,53.2833,488,6376.775,0.820477816,22.4,-35.25555556
4257,HARRIS,SK,-107.583,51.7333,578,5476.526667,2.856669079,24.0875,-30.6625
4280,OUTLOOK PFRA,SK,-107.05,51.4833,541,5307.572222,3.630082365,24.6,-31.04210526
4282,PILGER,SK,-105.15,52.4167,552,6099.907692,2.034611247,24.87222222,-32.42777778
4285,PRINCE ALBERT A,SK,-105.667,53.2167,428,6103.289286,1.468172923,23.79677419,-32.96774194
4305,SASKATOON SRC,SK,-106.6,52.15,497,5586.088889,3.658646893,26.78571429,-28.98571429
4307,SASKATOON WATER TP,SK,-106.683,52.1167,483,5100.48,3.945057307,27.10909091,-28.06363636
4316,VISCOUNT,SK,-105.633,51.95,547,5845.391667,2.250018464,25.50714286,-33.93571429
4319,WEIRDALE,SK,-105.25,53.45,474,6234.172727,1.15443334,24.61538462,-34.38461538
4322,LANGHAM 2W,SK,-107.017,52.3667,503,5594.47,2.4585726,24.18461538,-32.21538462
4332,BUFFALO NARROWS A,SK,-108.433,55.8333,434,6257.936842,1.051479177,23.59545455,-33.20454545
4338,CLUFF LAKE,SK,-109.517,58.3667,330,6940.622222,-0.83449992,24.46,-36.43
4346,CREE LAKE,SK,-107.133,57.35,495,7492.333333,-2.349148308,20.8,-37.81666667
4363,KEY LAKE,SK,-105.617,57.25,509,7377.47619,-2.05980581,23.31818182,-38.13636364
4369,LA RONGE A,SK,-105.267,55.15,379,6513.085714,0.35183039,22.409375,-34.11875
4373,LOON LAKE CDA EPF,SK,-109.1,54.05,543,6137.464286,1.243459916,22.97857143,-34.03571429
4378,MEADOW LAKE A,SK,-108.517,54.1333,481,6289.504,0.756688927,22.4962963,-35.42222222
4392,SPIRITWOOD WEST,SK,-107.55,53.3667,584,6015.44,1.466706401,21.025,-31.25
4396,STONY RAPIDS A,SK,-105.833,59.25,245,7864.64,-3.504181311,20.32916667,-38.89583333
4399,WASKESIU LAKE,SK,-106.067,53.9167,569,6100.025,1.404968736,20.72,-31.06
4407,AYLSHAM,SK,-103.8,53.2,362,6212.123529,1.262606653,24.22105263,-33.46842105
4416,LOST RIVER,SK,-104.333,53.2833,375,6227.736364,0.912921585,24.69090909,-33.46363636
4418,NIPAWIN A,SK,-104,53.3333,372,6225.666667,0.890539721,23.36086957,-34.58695652
4444,HUDSON BAY A,SK,-102.317,52.8167,358,6282.166667,0.645571152,23.46,-32.7
4456,PELLY,SK,-101.867,52.0833,509,6345.135294,0.723474491,21.92631579,-32.34210526
4457,PELLY 2,SK,-101.9,51.7333,499,5984.03,2.068914755,25.625,-32.03
4471,BINSCARTH,MB,-101.267,50.5833,526,5937.4625,2.019243738,25.7,-31.88947368
4474,BOGGY CREEK,MB,-101.391,51.5386,609,6220.47,0.838521642,22.97692308,-31.68461538
4475,BRANDON A,MB,-99.9519,49.91,409,5869.348,2.316002565,24.53928571,-31.79285714
4477,BRANDON CDA,MB,-99.9833,49.8667,363,5656.9,2.766191625,26.62666667,-31.01333333
4482,CAMERON,MB,-100.467,49.4667,442,5605.5125,3.191605777,22.88888889,-31.36666667
4483,CARBERRY CS,MB,-99.3574,49.9058,384,5780.5,2.287429531,23.18461538,-30.63076923
4489,CYPRESS RIVER,MB,-99.0833,49.55,374,5497.354167,3.532448026,26.85384615,-30.52692308
4524,OAKNER,MB,-100.633,50.1,503,5763.923529,2.292201526,25.31904762,-31.34285714
4526,PIERSON,MB,-101.267,49.1833,469,5357.15,3.58075361,26.07619048,-29.0952381
4542,ROBLIN,MB,-101.363,51.1833,540,6019.616667,1.463091725,22.71428571,-31.90714286
4550,ST ALPHONSE,MB,-99.0167,49.45,403,5474.668421,3.550301695,26.90952381,-29.76666667
4552,SANDY LAKE,MB,-100.1,50.5,625,6016.2375,1.387802956,25.17777778,-30.92222222
4553,SHOAL LAKE CS,MB,-100.603,50.4549,561,6088.9,1.723164897,22.43846154,-30.80769231
4562,SOURIS,MB,-100.25,49.65,433,5742.35,3.15040708,25.83076923,-32.04615385
4565,STRATHCLAIR,MB,-100.4,50.4,579,6011.372727,1.500275286,24.37272727,-31.32727273
4575,TURTLE MOUNTAIN 6,MB,-100.317,49.3,503,5453.488889,3.239886557,26.88888889,-30.56111111
4578,VIRDEN,MB,-100.95,49.8333,445,5614.271429,2.924712303,25.4173913,-30.45217391
4581,WASAGAMING,MB,-99.9419,50.655,627,6402.276923,0.604864865,21.96,-31.78666667
4586,MELITA,MB,-100.986,49.2813,446,5536.163636,3.156520293,21.99230769,-30.43846154
4592,ALTONA,MB,-97.55,49.1,248,5318.808333,3.922173596,27.53076923,-28.23076923
4600,CARMAN,MB,-98.15,49.4333,282,5245.255556,3.316843118,26.54444444,-28.72222222
4618,EMERSON AUT,MB,-97.2375,49,242,5379.0625,3.702843137,27.03333333,-29.03333333
4628,GRETNA (AUT),MB,-97.56,49.0308,253,5408.53,3.261930171,23.75833333,-29.45
4644,MARQUETTE,MB,-97.8071,50.0134,244,5585.686667,3.41361186,26.73529412,-30.58235294
4648,MIAMI THIESSEN,MB,-98.25,49.45,297,5150.076471,4.473758865,27.21176471,-28.28235294
4651,MORDEN CDA,MB,-98.0833,49.1833,298,5420.375,4.028309836,27.79230769,-29.91538462
4657,MYRTLE,MB,-97.7833,49.4,248,5508.185714,3.437906322,26.89333333,-29.80666667
4677,PINEY,MB,-96.0058,49.0309,326,5543.3,3.154402277,25.61875,-30.925
4678,PLUM COULEE,MB,-97.8,49.05,265,5388.194118,4.008109818,27.6,-29.84444444
4700,SELKIRK,MB,-96.8681,50.1672,226,5491.966667,3.149141845,26.76875,-30.975
4701,SNOWFLAKE,MB,-98.65,49.0667,474,5496.8,2.899357195,26.08333333,-30.6
4706,STEINBACH,MB,-96.7667,49.5333,254,5681.588235,2.67325037,25.87777778,-31.21111111
4709,STONY MOUNTAIN,MB,-97.1667,50.1167,236,5615.25,3.191782808,25.38214286,-30.66428571
4715,TURTLE MOUNTAIN 11,MB,-100.117,49.1333,579,5454.408333,3.419751908,25.40769231,-29.38461538
4742,WINNIPEG THE FORKS,MB,-97.1294,49.8883,230,5240.455556,4.550803761,22.90909091,-27.32727273
4753,ZHODA,MB,-96.5167,49.25,305,5668.454545,3.155146558,25.54166667,-31.61666667
4756,CARMAN U OF M CS,MB,-98.0297,49.4981,268,5528.1,3.297597268,23.35384615,-30.36153846
4763,ARBORG,MB,-97.0833,50.9333,224,6089.225,1.748979071,25.18095238,-32.0952381
4766,BEAUSEJOUR 2,MB,-96.4667,50.0333,251,5612.99,2.896280116,23.71666667,-32.84166667
4770,BERENS RIVER CS,MB,-97.022,52.3597,222,6334.854545,0.611785095,21.23333333,-32.18666667
4772,BISSETT,MB,-95.7,51.0333,259,6022.311111,1.878844396,25.7,-33.04
4775,BROAD VALLEY,MB,-97.4667,50.9833,259,5982.511111,1.696066921,24.3,-32.24
4796,GRAND RAPIDS HYDRO,MB,-99.2833,53.1581,223,6202.082353,1.068265208,26,-31.47368421
4802,HODGSON 2,MB,-97.4651,51.1861,232,6312.11,1.117791196,24.63,-33.47
4804,INDIAN BAY,MB,-95.1972,49.6239,327,5595.482353,2.736883754,23.94736842,-30.56842105
4825,VICTORIA BEACH (AUT),MB,-96.5667,50.7,220,5614.066667,3.711348573,24.025,-29.61666667
4827,OSTENFELD,MB,-96.4833,49.8167,274,5711.138462,2.603778932,24.35,-31.32857143
4843,DAUPHIN A,MB,-100.05,51.1,305,5750.828571,2.476174636,26.07826087,-30.97826087
4848,DELTA MARSH CS,MB,-98.3822,50.1826,248,5719.627273,2.570230279,24.53846154,-28.79230769
4859,GILBERT PLAINS,MB,-100.467,51.1,404,6017.907143,1.733665504,25.1,-31.88571429
4862,COWAN,MB,-100.65,52.0333,366,6034.483333,1.699605713,25.34736842,-31.36842105
4867,GLADSTONE SOUTH,MB,-99.0167,50.1833,282,5605.6375,3.415346226,26.1625,-30.8125
4882,LANGRUTH,MB,-98.55,50.4,250,5869.123077,2.589446953,25.82,-31.27333333
4892,MAFEKING,MB,-101.098,52.6664,325,5958.7,2.107979275,23.46363636,-29.45454545
4904,NEEPAWA MURRAY 6 SOUTHWEST,MB,-99.5667,50.15,412,5531.05,3.219013479,25.97,-28.99
4905,NEEPAWA WATER,MB,-99.4667,50.2167,358,5744.872222,2.724035827,24.44545455,-31.34545455
4913,PINE RIVER,MB,-100.567,51.8,378,5918.754545,1.741183624,24.90769231,-30.50769231
4924,SWAN RIVER,MB,-101.217,52.05,347,6091.181818,1.772704419,22.74666667,-31.43333333
4927,VOGAR,MB,-98.75,50.9167,250,5700.866667,2.341027454,26.12727273,-30.05454545
4928,MCCREARY,MB,-99.53,50.7119,351,5609.947059,3.112014355,24.61666667,-29.27222222
4934,OAKPOINT MARINE,MB,-98.0367,50.4995,250,5840.108333,2.454903604,23.00714286,-28.52857143
4935,SWAN RIVER RCS,MB,-101.233,52.115,335,5945.3,1.724846263,21.55833333,-31.075
4938,FLIN FLON,MB,-101.883,54.7667,320,6129.117647,0.994158103,26.04117647,-31.17647059
4939,FLIN FLON A,MB,-101.683,54.6833,304,6605.46,0.261429561,25.08846154,-33.24230769
4947,THE PAS A,MB,-101.1,53.9667,270,6466.889655,0.554651263,25.24516129,-32.95806452
4957,CHURCHILL A,MB,-94.0664,58.7392,29,8925.104348,-6.452131991,23.00416667,-36.3375
4966,CROSS LAKE JENPEG,MB,-98.0303,54.5397,219,6747.817647,-0.334851152,24.97647059,-33.41764706
4970,GILLAM A,MB,-94.7106,56.3575,145,7923.063333,-3.545231947,24.04193548,-36.1483871
4976,ISLAND LAKE A,MB,-94.65,53.85,236,6874.141935,-0.596452688,23.9375,-34.375
4988,LYNN LAKE A,MB,-101.076,56.8639,357,7778.117647,-3.0775,23.91578947,-37.37894737
5018,THOMPSON A,MB,-97.8625,55.8033,224,7602.58,-2.692708512,23.9625,-35.978125
5021,THOMPSON ZOO,MB,-97.8661,55.752,206,7305.2,-1.739654945,25.07857143,-36.05714286
5029,NORWAY HOUSE A,MB,-97.85,53.95,224,6909.8,-0.620504465,24.66521739,-34.89130435
5034,BIG TROUT LAKE,ON,-89.8667,53.8333,224,7464.644444,-2.185329265,23.76,-35.66
5039,EAR FALLS,ON,-93.2167,50.6333,361,5911.655556,1.948508983,23.4,-29.14
5046,LANSDOWNE HOUSE (AUT),ON,-87.9361,52.1961,253,6903.8375,-0.777562839,21.73,-31.44
5060,RED LAKE A,ON,-93.7931,51.0669,386,6153.932143,1.318519208,23.88064516,-32.36129032
5072,BARWICK,ON,-93.9667,48.6333,335,5485.3375,3.525252847,25.64444444,-30.47222222
5080,FORT FRANCES,ON,-93.4167,48.6167,343,5350.14,4.119342554,26.125,-30.05
5081,FORT FRANCES A,ON,-93.4333,48.65,342,5376.43,3.164056382,26.25454545,-30.49090909
5085,MINE CENTRE,ON,-92.6167,48.7667,343,5486.357143,3.368311526,25.64117647,-29.09411765
5090,SLEEMAN,ON,-94.4167,48.7167,335,5636.788889,2.990197199,25.38,-32.44
5096,EMO RADBOURNE,ON,-93.8333,48.6833,350,5783.835714,2.806704351,25.41333333,-32.38
5098,DRYDEN,ON,-92.8333,49.7833,372,5758.966667,2.169695911,25.15555556,-31.16666667
5099,DRYDEN A,ON,-92.75,49.8333,413,5789.957895,2.307086711,23.3173913,-31.12608696
5110,KENORA A,ON,-94.3653,49.7903,410,5572.026667,3.134961929,24.815625,-30.24375
5117,RAWSON LAKE,ON,-93.7167,49.65,358,5579.9,3.301730605,25.5047619,-30.10952381
5123,SIOUX LOOKOUT A,ON,-91.9,50.1167,383,5880.362963,2.128086925,24.95,-31.69666667
5147,CAMERON FALLS,ON,-88.35,49.15,229,5962.633333,2.018012316,22.66666667,-30.275
5157,GERALDTON A,ON,-86.9306,49.7828,348,6363.306452,0.633024324,23.46060606,-32.66363636
5163,FLINT,ON,-89.6833,48.35,274,5665.346667,2.522639183,23.925,-29.459375
5206,PUKASKWA NATL PARK,ON,-86.3,48.6,192,5840,2.653934583,19.4,-28.29444444
5219,TERRACE BAY,ON,-87.1,48.8,289,5966.475,2.008221959,19.87777778,-28.93333333
5224,THUNDER BAY A,ON,-89.3272,48.3694,199,5672.2,2.98851386,22.92,-27.56
5230,TRANQUILLO RIDGE,ON,-89.5167,48.2333,317,5439.215385,3.394103286,25.51428571,-27.07142857
5239,WHITEFISH LAKE,ON,-89.9167,48.2833,399,5826.408333,2.311673028,24.68,-29.496
5274,MONTREAL FALLS,ON,-84.4333,47.2667,306,5303.8125,3.125223301,22.94,-26.69
5283,SAULT STE MARIE A,ON,-84.5094,46.4833,192,4914.103571,4.82322805,24.31333333,-23.11666667
5296,WAWA A,ON,-84.7833,47.9667,287,5635.177778,2.593839517,22.45,-27.97
5304,CHAPLEAU A,ON,-83.3467,47.82,448,5805.938095,2.132497918,23.69090909,-29.74090909
5316,MASSEY,ON,-82.0247,46.1931,200,4822.930769,4.93506296,23.42352941,-24.88235294
5329,SUDBURY A,ON,-80.7978,46.6256,348,5147.965517,4.207199855,24.9,-26.44
5337,WARREN,ON,-80.3167,46.4333,212,5379.911111,3.961268556,25.44,-28.35
5340,COCHRANE,ON,-81.0333,49.0667,275,6293.025,0.493356048,21.88888889,-32.94444444
5346,EARLTON A,ON,-79.85,47.7,243,5662.865,2.776924988,24.54761905,-29.89047619
5357,ISLAND FALLS,ON,-81.3833,49.5833,213,6389.01,0.628291162,25.16,-33.39
5364,KIRKLAND LAKE,ON,-80,48.15,324,6005.978571,1.892606791,25.22142857,-31.59285714
5375,MOOSONEE UA,ON,-80.65,51.2667,10,6686.441176,0.00218035,24.45652174,-31.55652174
5386,PORCUPINE ONT HYDRO,ON,-81.2667,48.4667,299,5879.125,2.530881708,25.86363636,-31.94545455
5390,SMOKY FALLS,ON,-82.1667,50.0667,183,6409.933333,0.621505959,24.04,-32.93
5393,TIMMINS VICTOR POWER A,ON,-81.3767,48.5697,295,5958.096,1.937198516,25.4,-30.46071429
5408,DWIGHT,ON,-78.9,45.3833,404,5086.0375,4.342242756,23.92083333,-26.19583333
5413,MADAWASKA,ON,-77.9833,45.5,316,5134.429412,4.360679048,25.26470588,-26.98823529
5418,NORTH BAY A,ON,-79.4228,46.3636,370,5100.976667,4.416174594,24.51290323,-26.78709677
5431,GORE BAY A,ON,-82.5667,45.8833,194,4643.791667,5.537857228,23.57692308,-23.23846154
5439,SANDFIELD,ON,-81.982,45.69,231,4463.569231,6.268473338,24.96153846,-22.69230769
5440,SOUTH BAYMOUTH,ON,-82.0167,45.5833,182,4646.625,5.52462077,23.5,-22.1875
5449,ARNPRIOR GRANDON,ON,-76.3667,45.4167,107,4700.769231,5.955954044,27.00666667,-25.86666667
5453,AVONMORE,ON,-74.9708,45.17,91,4538.54,6.148843013,26.66875,-23.75
5461,BROCKVILLE PCC,ON,-75.6667,44.6,96,4013.179167,7.708118052,25.584,-20.88
5468,CHALK RIVER AECL,ON,-77.3667,46.05,122,4678.870833,5.864785305,26.77407407,-24.31481481
5469,CHATS FALLS,ON,-76.2333,45.4667,94,4454.955556,6.225823314,26.67,-23.82
5472,CHESTERVILLE 2,ON,-75.2,45.0167,85,4728.922222,5.827794971,26.50909091,-26.27272727
5480,CORNWALL,ON,-74.7489,45.0156,64,4057.37,7.857641613,27.63809524,-21.73333333
5490,DALHOUSIE MILLS,ON,-74.4667,45.3167,69,4629.888889,5.900946028,26.09545455,-24.69545455
5504,GLENBURNIE,ON,-76.5,44.3333,114,4364.786667,6.560717734,25.78666667,-22.18666667
5505,GLEN GORDON,ON,-74.5333,45.1667,53,4760.01,6.636781809,26.24615385,-23.2
5510,GODFREY,ON,-76.6333,44.5667,160,4473.811111,6.443269518,26.7,-22.61818182
5511,DRUMMOND CENTRE,ON,-76.2528,45.0322,145,4429.006667,6.620021591,25.5,-23.30588235
5515,HARTINGTON IHD,ON,-76.6903,44.4281,160,4171.4875,7.127244045,25.77352941,-21.10294118
5519,KEMPTVILLE,ON,-75.6333,45,99,4537.186667,6.256285665,26.625,-23.825
5524,KINGSTON A,ON,-76.5967,44.2186,92,4194.509091,7.255763783,25.95384615,-20.67692308
5531,KINGSTON PUMPING STATION,ON,-76.4806,44.2439,77,3970.233333,7.902240618,26.89583333,-19.675
5539,LYNDHURST SHAWMERE,ON,-76.0833,44.5167,87,4236.633333,7.647713288,23.29411765,-21.25882353
